Group Code,PT Code,PR Code,School Name,Address,District,State,Pin Code,Phone,Email,Website,"Action
",Remark,Academic Year,Strength,Board Type,Session Start From,Minority Type,Saturday Status,Working Status 
,,PR29316,Young Farmer Public High School,"Bhadson, NABHA Block, Patiala District, Punjab",Patiala (Nabha/Longowal area),Punjab,x,x,x,x,Internet,,,,CBSE,,,,
,,PR29317,Young Scholar Public School,"Barnala Bathinda Road, Handiaya, Barnala, Punjab",Barnala,Punjab,148101,x,x,x,Internet,,,,CBSE,,,,
,,PR29318,Young Scholars School,"Malerkotla, Punjab",Malerkotla,Punjab,x,x,x,,Internet,,,,CBSE,,,,
,,PR29319,Jain Public School,"6J3C+C9W, Circular Rd, AERD Society, Rewari, Haryana ",Rewari,Haryana,123401,x,x,x,Visit,,,,CBSE,,,,
,,PR29320,Kaushambi Presidency School,"Bharwari, Parsara, Uttar Pradesh 212201",Kaushambi,Uttar Pradesh,212201,x,x,x,Visit,,,,CBSE,,,,
,,PR29321,Mother's Public School," School St, Unit 1, Bapuji Nagar, Bhubaneswar, Odisha", Bhubaneswar,Odisha,751009,082608 07760,x,x,Internet,,,,CBSE,,,,
,,PR29322,RNS World School,"Pali Pahadi, Shivpuri - Jhansi Rd, Jhansi, Uttar Pradesh 284001",Jhansi,Uttar Pradesh,284001,730-9036-430,"
adminsrschool@rnsworldschool.com",https://rnsworldschool.com/contact-us/,Visit,,,,CBSE,,,,
,,PR29323,"St. Xavierâ€™s High School, Hiwri Nagar","hiwri nagar, Plot No.3372/A, opp. Vyenkatesh Nagar, Kharbi, Nagpur, Maharashtra 440035",Nagpur,Maharashtra,440035,x,x,x,Visit,,,,CBSE,,,,
,,PR29324,"Centre Point School, IGCSE","Wing B, Bhisen Khori, Amravati Rd, Dabha, Mohan Nagar, Nagpur, Maharashtra 440023",Nagpur,Maharashtra,440023,x,x,x,Visit,,,,,,,,
,,PR29325,St. Xavier Boys Academy,"WRPH+863, Marine Lines, 1st Cross Ln, New Marine Lines, Fort, Mumbai, Maharashtra 400020",Mumbai,Maharashtra,400020,x,x,x,Visit,,,,,,,,
,,PR29326,"The H.B. Kapadia New High School, Sahibaug","Shree N.H Kapadia Chowk, O/S.Delhi Gate, Shahibaug, Ahmedabad-380004.",Ahmedabad,Gujarat,380004,079 25623789,,https://hbkapadia.com/,Visit,,,15000,,,,,
,,PR29327,GAV international school dlf,"U-51, U Block, Nathupur, Sector 24, Gurugram, Haryana 122002",Gurugram,Haryana,122002,x,x,x,Visit,,,,,,,,
,,PR29328,The Stanvard Sr Sec School," Ganesh Nagar University Rd, opp. Saraswati Chikitsalya, Ganapati Nagar, Udaipur, Rajasthan 313001",Udaipur,Rajasthan,313001,x,x,x,Visit,,,,CBSE,,,,
,,PR29329,Mikado Kids & Mikado Global School,"Sector 14, Hiran Magri, Udaipur, Gordhan Vilas Rural, Rajasthan 313002",Udaipur,Rajasthan,313002,x,x,x,Visit,,,,CBSE,,,,
,,PR29330,Vivek Summit School," 2/13, East Patel Nagar, Patel Rd, Patel Nagar, New Delhi, Delhi 110008",Delhi,Delhi,110008,x,x,x,Visit,,,,CBSE,,,,
,,PR29331,St. Paul's International School,"Q94W+P89, RAMLING road, Road, Alate, Hatkanangale, Maharashtra 416109",Kolhapur,Maharashtra,416109,X,X,X,Visit,,,,CBSE,,,,
,,PR29332,DKTE Society's International School,"Hatkanangale, Maharashtra 416121",Kolhapur,Maharashtra,416121,x,x,x,Visit,,,,CBSE,,,,
,,PR29333,Suderashan Public School,"13, Jana Path, Jaya Nagar, Khanapara, Guwahati, Assam 781022",Kamrup,Assam,781022,x,x,x,Visit,,,,CBSE,,,,
,,PR29334,K.B. Patil International School," Rsc 6, Plot no 2, Sector 8, charkop layout, Kandiwali West, near Reena Mokal Hospital, Mumbai, Maharashtra 400067",Mumbai,Maharashtra,400067,x,x,x,Visit,,,,CBSE,,,,
,PT2304,PR29335,Pilani Public School,"Pilani Public School, AMTZ Branch, AIC-AMTZ Medivaley Incubation Council, Visakhapatnam, Andhra Pradesh 530031",Visakhapatnam,Andhra Pradesh,530031,x,x,x,Visit,,,,,,,,
,,PR29336,RCM Divine Saviour School,"789P+3W3, M.Venkatapuram, Andhra Pradesh 535270",Visakhapatnam,Andhra Pradesh,535270,x,x,x,Visit,,,,,,,,
,,PR29337,Dr Besant School,"Besant School, Dr, Besant road, near Buchenna Koneru, Hukumpet, Vizianagaram, Andhra Pradesh 535001",Visakhapatnam,Andhra Pradesh,535001,x,x,x,Visit,,,,,,,,
,,PR29338,The Sun School,"Town Center, 100 Ft Ring Rd, Lay Ouy, Shirdi Sai Nagar, Vizianagaram, Jammu Narayana Puram Rural, Andhra Pradesh 535002",Visakhapatnam,Andhra Pradesh,535002,x,x,x,Visit,,,,,,,,
,,PR29339,St. Paul's Sr. Sec. School Banswara,"Dahod Road, Industrial Area, Thikaria, Banswara, Rajasthan 327001",Banswara,Rajasthan,327001,x,x,x,Visit,,,,CBSE,,,,
,,PR29340,"Little Flower School, Harraiya"," Adarsh Nagar, behind SDM'S Office, Harraiya, Uttar Pradesh 272155",Harraiy ,Uttar Pradesh,272155,x,x,x,Visit,,,,CBSE,,,,
,,PR29341,Leo International School ,"Udaipur Road, Banswara, Bargaon, Rajasthan 327001",Bargaon,Rajasthan,327001,096809 56034,x,x,Visit,,,,CBSE,,,,
,,PR29342,Fort City School," Fort City School, 100 Ft Ring Rd, Vizianagaram, Andhra Pradesh 535002",Vizianagaram,Andhra Pradesh,5352002, 080083 63616,x,x,Visit,,,,CBSE,,,,
,,PR29343,"St. Matthew's Senior Secondary School, Banswara"," HC88+CJ6, Banswara - Udaipur Hwy, opposite CMHO Office, Janawari, Rajasthan 327001",Janawari,Rajasthan,327001,,x,x,Visit,,,,CBSE,,,,
,,PR29344,GVK International School,"EMRI Campus, Medchal Rd, Devarayamjal, Hyderabad, Telangana 500078",Hyderabad,Telangana,500078,076739 89888,x,x,Visit,,,,CBSE,,,,
,,PR29345,"New Look Central School, Lodha"," Jaipur Dungarpur Bypass Rd, opposite Mayur Mills, Lodha, Banswara, Rajasthan 327001",Banswara,Rajasthan,327001,87641 20635,info@newlookschool.com,https://newlookschool.com/new-look-central-school-lodha/,Visit,,,,,,,,
,,PR29346,"The Lexicon International School Wagholi, Pune","G No. 726, Lexicon Estate, THE LEXICON INTERNATIONAL SCHOOL, Pune Nagar Rd, Wagholi, Pune, Maharashtra 412207",Pune,Maharashtra,412207,X,X,X,Visit,,,,CBSE,,,,
,,PR29347,DELHI SCHOOL OF EXCELLENCE,"RP67+6JM, Haveli khas, Dhorika, Basti, Uttar Pradesh 272002",Basti,Uttar Pradesh,272002, 081150 81120,x,x,Visit,,,,CBSE,,,,
,,PR29348,Blooming Buds Public School,"209/A, Laxmi Tekadi, Vikaswadi, Kagal, Maharashtra 416234",Kolhapur,Maharashtra,416234,x,x,x,CBD,,,,CBSE,,,,
,,PR29349,Shri Ram Public School,"Shri Ram Nagar, Purana Dak Khana, Civil Lines, Basti, Uttar Pradesh 272001",Basti,Uttar Pradesh,272001,X,X,X,Visit,,,,CBSE,,,,
,,PR29350,St. Pauls's Sr. Sec.School Rajsamand," 2V9R+X2V, RIICO Area, Near R.K. Hospital , Dhoinda, Kankroli, Rajsamand, Rajasthan 313342",Rajsamand,Rajasthan,313342,x,x,x,Visit,,,,CBSE,,,,
,,PR29351,St Matthew's Public School,"A-6, A 6 Block, Paschim Vihar, New Delhi, Delhi, 110063",Paschim Vihar,Delhi,110063,x,x,x,Visit,,,,CBSE,,,,
,,PR29352,Orange County School,"OCS LANE, R K Rd, RIICO Area, Rajasthan 313342",Rajasthan,,313342,9636822888,ORANGECOUNTYOCS@GMAIL.COM,x,Visit,,,,,,,,
,,PR29353,EuroSchool Kukatpally,"5-5-33/9, Prashanti Nagar, IDA Kukatpally, Kukatpally, Hyderabad, Telangana 500072",Hyderabad,Telangana,500072,080 6983 2154,x,x,Visit,,,,CBSE,,,,
,,PR29354,Vimala Goenka English Medium School," Mangalwar Peth, C Ward, Kolhapur, Maharashtra 416012",Kolhapur,Maharashtra,416012,x,x,x,CBD,,,,CBSE,,,,
,,PR29355,Dalhousie HillTop School,"Upper Bakrota Round, Dalhousie, Himachal Pradesh 176304",Dalhousie,Himachal Pradesh ,176304, 0231 262 0155,x,x,Visit,,,,CBSE,,,,
,,PR29356,Dalhousie Public School,"GXMP+W46, Dhupguri , Dist : Chamba, Dalhousie, Himachal Pradesh 176304",Chamba,Himachal Pradesh ,176304, 094183 81111,x,x,Visit,,,,CBSE,,,,
,,PR29357,Mount Carmel School,"5746+PHG, Kathala Mata Rd, Gaggal, Dughiari Khas, Himachal Pradesh 176209",Gaggal,Himachal Pradesh ,176209,189 223 1277,x,x,Visit,,,,CBSE,,,,
,,PR29358, d.v.public school," f-200, Vijay vihar Phase I, Phase 1, Pocket J, Sector 4, Rohini, Delhi, 110085",Rohini,Delhi,110085,x,x,x,Visit,,,,CBSE,,,,
,,PR29359,Smart Study International School,"NH8, Karjiya Ghati, Nathdwara, Rajasthan 313301",Nathdwara,Rajasthan,313301,x,x,x,Visit,,,,CBSE,,,,
,,PR29360,Oxford High School,"after haskhali pool bridge, Andul Rd, Podara, haldarpara, Howrah, West Bengal 711109",Howrah,West Bengal,711109,x,x,x,Visit,,,,CBSE,,,,
,,PR29361,Sharada Vidyaniketan Public School," 3GPX+6HF, Adityanagar, Vidyaranyapura, Bengaluru, Karnataka 560097",Bengaluru,Karnataka ,560097,x,x,x,Visit,,,,CBSE,,,,
,,PR29362,VIVEKANANDA EDUCATIONAL SOCIETY,"35RX+9VF, 17th Main Rd, J Block, Ajanta Colony, Anna Nagar, Chennai, Tamil Nadu 600040",Chennai,Tamil Nadu,600040,x,x,x,Visit,,,,CBSE,,,,
,,PR29363,G D Global School ,"City Bypass, Kartalpur, Azamgarh, Haraiya, Uttar Pradesh 276135",Azamgarh,Uttar Pradesh,276135,x,x,x,Visit,,,,,,,,
,,PR29364,HMPS,"Kartalpur, Bypass, Azamatpur Kodur, Sarai Mandraj, Azamgarh, Uttar Pradesh 276001",Azamgarh,Uttar Pradesh,276001,x,x,x,Visit,,,,,,,,
,,PR29365,Shibli National Nursery School,"35FM+QGP, Paharpur, Azamgarh, Uttar Pradesh 276001",Azamgarh,Uttar Pradesh,276001,x,x,x,Visit,,,,,,,,
,,PR29366,Wisdom International School ,"Hafizpur, Sikrauna Or Sikraura, Uttar Pradesh 276125",Azamgarh,Uttar Pradesh,276135,x,x,x,Visit,,,,,,,,
,,PR29367,KDB Public School,"MC9X+X7F, Tagore Rd, Old Block C, Sector 18, Kavi Nagar, Ghaziabad, Uttar Pradesh 201002",Ghaziabad,Uttar Pradesh,201002,x,x,x,Visit,,,,,,,,
,,PR29368,St. Sai Senior Secondary School,"MV7X+JG3, 27 Feet Rd, Green Field Colony, Amritsar, Punjab 143001",Amritsar,Punjab,143001,x,x,x,Visit,,,,CBSE,,,,
,,PR29369,My School Wakad,"Sr.no. 85/6A, My School, near Decathlon Wakad, Tathawade, Pune, Pimpri-Chinchwad, Maharashtra 411033",Pune,Maharashtra,411033,X,X,X,Visit,,,,CBSE,,,,
,,PR29370,SARLA INTERNATIONAL ACADEMY,"73QM+95F, Village : Bheemapar Post: Bheemapar, Tetri Bazar, Uttar Pradesh 272207",Tetri  Bazar,Uttar Pradesh,272207,x,x,x,Visit,,,,CBSE,,,,
,,PR29371,Orbit International School,"City Survey no. 5006B, Chintamani Nagar, Near Nirmiti Residency, Madhavnagar Rd, opp. Police Station, Sangli, 416416",Sangli,Maharashtra,416416,x,x,x,Visit,,,,CBSE,,,,
,,PR29372,Rich Harvest Public School,"Shastri Nagar, Jammu, Jammu and Kashmir 180004",Jammu,Jammu & Kashmir,180004,x,x,x,Visit,,,,CBSE,,,,
,,PR29373,Dhoom Singh Memorial Public School,"Sitapur, Haridwar, Uttarakhand 249407",Haridwar,Uttarakhand,249407,x,x,x,Visit,,,,CBSE,,,,
,,PR29374,Guru Gobind Singh Public School,"Khalsa Educational Complex, Wadala - Pathardi Rd, Pandav Nagari, Pathardi Phata, Nashik, Maharashtra 422102",Nashik,Maharashtra,422102,x,x,x,Visit,,,,CBSE,,,,
,,PR29375,Myron English School,"Plot no. 9 Opp. Classic row house, Fatema Nagar, Pakhal road Nashik., Nashik, Maharashtra 422011",Nashik,Maharashtra,422011,x,x,x,Visit,,,,CBSE,,,,
,,PR29376,New Horizon Public School,"WG89+V3P, Gokhale Rd, BEML Layout 3rd Stage, Rajarajeshwari Nagar, Bengaluru, Karnataka 560098",Bengaluru,Karnataka ,560098,x,x,,Visit,,,,CBSE,,,,
,,PR29377,S.M. Public School,"Laksar Rd, Jagjeetpur, Haridwar, Jamalpur Kalan, Uttarakhand 249408",jamalpur,Uttarakhand,249408,9012140450,smpsadmission@gmail.com,https://smpsharidwar.com/,Visit,,,,CBSE,,,,
,,PR29378,St.Marys Sr. Sec School ,"Plot 231 / A, Khairpur Gurjar, Knowledge Park V, Greater Noida, Uttar Pradesh 201306",Greater Noida,Uttar Pradesh,201306,,,,Visit,,,,CBSE,,,,
,,PR29379,Holy Angelsâ€™ Convent School,"MXWM+PCH, M.G. Road, Bharuch, Gujarat 392001",Bharuch,Gujarat,392001,x,x,x,Visit,,,,CBSE,,,,
,,PR29380,Amity B.Ed. College,"Dahej Bypass Road, Bharuch, Gujarat 392015",Bharuch,Gujarat,392015,x,x,x,Visit,,,,CBSE,,,,
,,PR29381,Heartfulness International School,"LALAJI MEMORIAL OMEGA INTERNATIONAL SCHOOL, 79, Road, Kovur Post, Kolapakkam, Chennai, Tamil Nadu 600128",Kanchipuram,Tamil Nadu,600128, 044 6624 1130 / 1117, info@hisomega.org,https://www.hisomega.org/,Visit,,,,CBSE,,,,
,,PR29382,Ambition Public Sr. Sec. School,"Gurukul-Narsan Road, Tehsil Roorkee, Dist. Haridwar, Jhabrera, Uttarakhand 247665",Jhabrera,Uttarakhand,247665,x,x,x,Visit,,,,CBSE,,,,
,,PR29383,QCS - Queen's Carmel School,"Hs-05, Block D, Beta I, Greater Noida, Uttar Pradesh 201310",Greater Noida,Uttar Pradesh,201310,x,x,x,Visit,,,,CBSE,,,,
,,PR29384,Lawerance Public Senior Secondary School,"PP2Q+RCX, Mohali Pind Rd, Sector 51, Sahibzada Ajit Singh Nagar, Punjab 160062",SAS Nagar,Punjab,160062,x,x,x,Visit,,,,CBSE,,,,
,PT2424,PR29385,"Narake's Panhala Public School & Jr. College, Panhala","Budhwar Peth, Panhala, Maharashtra 416201",Kolhapur,Maharashtra,416201,x,x,x,Visit,,,,CBSE,,,,
,,PR29386,Shakun Vidya Niketan,"Devrakh, Naini Allahabad, U.P. India",Prayagraj ,Uttar Pradesh,,"9919217539,",info@shakunvidyaniketan.org,https://www.shakunvidyaniketan.org/contact,Visit,,,,CBSE,,,,
,,PR29387,New Heights Academy School Kairana ,"Jharkhedi Road, Kairana, Uttar Pradesh 247774",kairana,Uttar Pradesh,247774,x,x,x,Visit,x,,,,,,,
,,PR29388,Gold Keys Public School,"Mannamajar, Shamli, SH-12, Shamli Kairana Road, Kairana, Kairana, Uttar Pradesh 247774",kairana,Uttar Pradesh,247774,x,x,x,Visit,,,,,,,,
,,PR29389,MV International School,"17 Miles, NH-1A, District Samba, Jammu, Jammu and Kashmir",Jammu ,Jammu & Kashmir,,97962 12270,x,x,Visit,,,,CBSE,,,,
,,PR29390,DPS sector 30,"Delhi Public School,Sector-30,Noida (U.P.) 201303",Noida,Uttar Pradesh,201303,0120-4509100-20,dpsnoida30@gmail.com,,Visit,,,,,,,,
,,PR29391,The Pathseekers International School," The Pathseekers International School, C/o SSP Bhupinder Singh, AIIMS ROAD, Vijaypur, Jammu and Kashmir 184120",Vijaypur ,Jammu & Kashmir,184120,x,x,x,Visit,,,,CBSE,,,,
,,PR29392,Saint Soldier Smart School ,"MH44+C48, Chunni Kalan, Punjab 140408",Chunni kalan,Punjab,140408,x,x,x,Visit,,,,CBSE,,,,
,,PR29393,Silver Oak Universal School,"Sharanpur Rd, near Holoram Colony, opposite HDFC House, Holaram Colony, Sharanpur, Nashik, Maharashtra 422002",nashik,Maharashtra,422002,x,x,x,Visit,,,,,,,,
,,PR29394,Balak yesu convent school,"HFJ3+3Q4, Sadhu Garh, Rajindergarh, Punjab 140406",Rajindergarh,Punjab,140406,x,x,x,Visit,,,,,,,,
,,PR29395,Jesus Christ School ,Shamsher Nagar Sarhind Distt Fateghgarh Sahib Punjab,Fatehgarh sahib,Punjab,,X,X,X,Visit,,,,,,,,
,,PR29396,St. Joseph Cathedral Church,"VW2V+542, Shahnajaf Rd, Hazratganj, Lucknow, Uttar Pradesh 226001",Lucknow,Uttar Pradesh,226001,x,x,x,Visit,,,,CBSE,,,,
,PT2273,PR29397,Sunshine Smart School,"Sy.No.142, Hulimangala Village Jigani Hobli Anekal, Taluk, Vabasandra, Bengaluru, Karnataka 560105",Bengaluru,Karnataka ,560105,x,x,x,Visit,,,,,,,,
,,PR29398,The All India Anglo-Indian Education Institution,"THE FRANK ANTHONY PUBLIC SCHOOL, Lajpat Nagar 4, Compound, New Delhi, Delhi 110024",Lajpat,Delhi,110024,x,x,x,Visit,,,,CBSE,,,,
,,PR29399,Joseph Vidya Kshetra,"Bus Stand, Sy.No: 282, St Joseph Town, behind Poonamallee, Muthukumaran Nagar, Poonamallee, Chennai, 600056",Thiruvallur,Tamil Nadu,600056,x,x,xx,Visit,,,,CBSE,,,,
,,PR29400,The Kerala Catholic Bishops' Council," Pastoral Orientation Centre, Palarivattom, Kochi, Ernakulam, Kerala 682028",Ernakulam,Kerala,682028,x,x,x,Visit,,,,CBSE,,,,
,,PR29401,St. Gorakh Nath Childrenâ€™s Academy,"St. Gorakh Nath Children Academy, near Post Office, Kandhla, Uttar Pradesh 247775",kandhla,Uttar Pradesh,247775,"8273051956, 7906204902","info@stgnca.com
st.gnca@gmail.com",https://stgnca.com/,Visit,,,,CBSE,,,,
,,PR29402,St. Dron Public School,"Shamli - Kairana Rd, Kandhla, Uttar Pradesh 247775",kandhla,Uttar Pradesh,247775,x,x,x,Visit,,,,CBSE,,,,
,,PR29403,"The Gold Public School,Faijalpur"," 87QH+VHX, Faijalpur, Uttar Pradesh 247775",Faijalpur,Uttar Pradesh,247775,x,x,x,Visit,,,,CBSE,,,,
,,PR29404,Sri Guru Harkrishan Public School," 7MG6+4HJ, Mission Rd, Pathankot, Punjab 145001",Pathankot,Punjab,145001,x,x,x,Visit,,,,CBSE,,,,
,,PR29405,Tiny Toys English School ,"7M74+492, Street No.1, Shanker Colony, Salaria Nagar, Pathankot, Punjab 145001",Pathankot,Punjab,145001,x,x,x,Visit,,,,CBSE,,,,
,,PR29406,Som-Lalit Management College,"St. Xavier's Corner, University Rd, Navrangpura, Ahmedabad, Gujarat 380009",Ahmedabad, Gujarat ,380009,x,x,x,Visit,,,,CBSE,,,,
,,PR29407,Mahashay Chuni Lal School Hari Nagar ,"MCL Saraswati Bal Mandir, L-Block, Hari Nagar, New Delhi, Delhi 110064",New delhi,Delhi,110064,x,x,x,No visit,,,,,,,,
,,PR29408,Sparsh International School | Best CBSE School in Greater Noida," Plot 3A, Sector Omega 1, Omega IV, Greater Noida, Uttar Pradesh 201308",Noida,Uttar Pradesh,201308,x,info@jpinternational.co.in,https://www.sparshinternational.co.in/,Visit,,,,,,,,
,,PR29409,Bharatiya Vidya Bhavan's Public School,"Port Quarters, Kailasapuram, Visakhapatnam(Vizag), Visakhapatnam, Andhra Pradesh 530024",Visakhapatnam,Andhra Pradesh,530024,x,x,x,Visit,,,,,,,,
,,PR29410,Saint Charles School,"78R9+X59, Patel Nagar, Ekta Nagar, Ranchi, Jharkhand 834003",Ranchi,Jharkhand,834003,x,x,x,Visit,,,,CBSE,,,,
,PT2225,PR29411,Apollo International School Zundal,"Opp.Maple Parmeshwar,Tragad-IOC Road,Zundal,Ahmedabad",Ahmedabad,Gujarat,382470,907053700,aiszundal@aisahmedabad.edu.in,https://aiszundal.edu.in/,Visit,,,,,,,,
,,PR29412,Apollo International School New Science City,"TP-33, Vandemataram Road, New SG Road, Opp Shayona Tilak, Gota, Ahmedabad, Gujarat 382481",Ahmedabad,Gujarat,380060,9998965050,info.gota@aisahmedabad.edu.in,https://aisahmedabad.edu.in/contact-us,Visit,,,,,,,,
,,PR29413,Jawahar Vidya Mandir,"88P5+QH9, J V M, MECON Colony, Shyamali Colony, Doranda, Ranchi, Jharkhand 834002",Ranchi,Jharkhand,834002,x,x,x,Visit,,,,,,,,
,,PR29414,"B.S.M. Global School, Mashrak","3RR5+6FJ, Masrakh, Bihar 841417",Masrakh,Bihar,841417,x,x,x,Visit,,,,,,,,
,,PR29415,U. S. Ostwal English Academy-Near Me Best Icse School In Mira Road-Nursery School,"Near G.C.C. Club, Opposite Raj Lifestyle Bulding, D.P. Road, Mira Bhayander Link Rd, Phase II, Gaurav Sankalp, Mira Road East, Mira Bhayandar, Maharashtra 401107",Thane,Maharashtra,4001107,X,X,X,Visit,,,,CBSE,,,,
,,PR29416,"The Knowledge Habitat, Pune"," Sr.No. 238-241, Planet IT, Magarpatta Rd, adjacent to TCS, behind Kalyan Jewellers, Hadapsar, Pune, Maharashtra 411028",Pune,Maharashtra,411208,x,x,x,Visit,,,,CBSE,,,,
,,PR29417,Silver Bells English Medium School (CBSE),"Gobri Road, Palanpur, Gujarat 385001",Palanpur,Gujarat,385001,"94297 22044,94265 04738",info@mysite.com,https://www.silverbellschool.in/,Visit,,,,,,,,
,,PR29418,THE SCHOOL OF SCIENCE (SOS),"Ahmedabad - Palanpur Hwy, behind Sadhi Mata Temple, Gathaman, Palanpur, Gujarat 385001",Palanpur,Gujarat,385001,X,X,,Visit,,,,,,,,
,,PR29419,"Matrushree S.S. Govinda Foundation , Palanpur","Banas Dairy Rd, Palanpur, Gujarat 385001",Palanpur,Gujarat,385001,x,x,https://www.govindafoundation.org/,Visit,,,,,,,,
,,PR29420,KRISHAN LAL KOHLI SARASWATI BAL MANDIR SR. SEC. SC,"6, Ward no- 2, Aam Bagh, Kalka Dass, Mehrauli, New Delhi, Delhi 110030",Delhi,Delhi,110030,8448015410,bmmehrauli@yahoo.co.in,https://sbmmehrauli.com/,Visit,,,,,,,,
,PT0690,PR29421,Balaji Highfields School,"Purushotta Puram, Vepagunta, Visakhapatnam, Andhra Pradesh 530051",Visakhapatnam,Andhra Pradesh,530051,x,x,x,Visit,,,,,,,,
,,PR29422,Balajiâ€™s HighFields International School,"Pendurthi-Anandapuram Rd, Pulaganipalem, Pendurthi, Visakhapatnam, Andhra Pradesh 531173",Visakhapatnam,Andhra Pradesh,530051,x,x,x,Visit,,,,,,,,
,,PR29423,Vidya Council,"61/11529, Stadium Jn, Puthiyara Road, opposite Sabha School, Kozhikode, 673004",Kozhikode,Kerala,673004,x,x,x,Visit,,,,CBSE,,,,
,,PR29424,Green Field Academy,"Purbayan, Lalkuthi, P.O.- Rajarhat Narayanpur, 24 Parganas(N), Pincode- 700136",North 24 Parganas,West Bengal,700136,x,x,x,Visit,,,,CBSE,,,,
,,PR29425,The Wisdom Tree Global School," Arpatna More, Kalyani Expy, Khardaha, West Bengal 700119",North 24 Parganas,West Bengal,70019,x,x,x,Visit,,,,CBSE,,,,
,,PR29426,Apollo Hospital International Limited Ahmedabad,"Plot No.1A, Bhat GIDC Estate Dist., Airport Gandhinagar Road, Dist. Gandhinagar, Ahmedabad, Gujarat, 382428",Ahmedabad,Gujarat,382428,X,XX,X,Visit,,,,CBSE,,,,
,,PR29427,TVS Higher Secondary School,"W433+JJ8, Rathinapuram, Satya Sai Nagar, Madurai, Tamil Nadu 625011",Madurai,Tamil Nadu,625011,63850 67666,tvshss@tvslvs.com,https://www.tvshss.com/,Visit,,,,,,,,
,PT0175,PR29428,"Heartfulness International School, Kanha Campus","Meera Integrated Township, Damerlapalle, Telangana",Rangareddy,Telangana,509328,093810 32970,info@hiskanha.org,https://www.hiskanha.org/,Implemented ,,,,Foreign,,,,
,,PR29429,Applewood international school,"Kada road, Vijay Para, Visnagar, Gujarat 384315",Visnagar,Gujarat,384315,,applewoodintschool@gmail.com,https://applewoodschool.in/contact-us/,Implemented ,,,,CBSE,,,,
,,PR29430,,,,,,,,,,,,,,,,,
,,PR29431,ST. Francis Xavier's sec school sira,"G3H7+7WC, Hisar Rd, Behind Haryana Beej Bhandar, Sant Nagar Colony, Sirsa, Haryana 125055",Sirsa,Haryana,125055,,stfrancissira@gmail.com,https://www.stfrancisxaviersirsa.com/,Implemented ,,,,CBSE,,,,
,,PR29431,Royal Public Matriculation Higher Secondary School," Bastian Nagar, 1st St, E.B.Colony, Bethaniapuram, Madurai, Tamil Nadu 625016",Madurai,Tamil Nadu,625016,919600805046,royalpublicmhss@gmail.com,https://www.royalpublicmhss.com/,Visit,,,,,,,,
,,PR29432,Madhvan Ran," National Highway-87 Gram-Bharatpur, Batra Colony, Bilaspur, 244923",Bilaspur,Uttar Pradesh,244923, 05944 244 048,X,X,Visit,,,,CBSE,,,,
,,PR29433,G.K. Public School," RPRM+P96, road, Vivek vihar colony, Shahpur Tigri, Khushhalpur, Moradabad, Uttar Pradesh 244103",Bilaspur,Uttar Pradesh,244103,X,X,X,Visit,,,,CBSE,,,,
,,PR29434,LDR International School - South Bopal Branch,"LDR International School, Karnavati Club Rd, near Vishvanath Sarathya and Maher Homes, South Bopal, Ahmedabad, Gujarat 3",Ahmedabad,Gujarat,380057,x,x,x,Visit,,,,CBSE,,,,
,,PR29435,BSGM SCHOOL AURANGABAD,"Gurusahani Nagar, Sector N 4, Cidco, Chhatrapati Sambhajinagar, Maharashtra 431009",Aurangabad,Maharashtra,431009,x,x,x,Visit,,,,CBSE,,,,
,,PR29436,Stanes School ICSE,"1044, Avinashi Rd, ATT Colony, Gopalapuram, Coimbatore, Tamil Nadu 641018",Coimbatore,Tamil Nadu,641018,x,x,x,Visit,,,,CBSE,,,,
,PT2437,PR29437,Model High School,"Jubilee Park, Navkhanda, Chhatrapati Sambhajinagar, Maharashtra 431001",Aurangabad,Maharashtra,431001,x,x,x,Visit,,,,CBSE,,,,
,,PR29438,Burhani School Campus,"V8QH+PX9, City Chowk, Buddi lane, Naralibag, Chhatrapati Sambhajinagar, Maharashtra 431001",Aurangabad,Maharashtra,431001,x,x,x,Visit,,,,CBSE,,,,
,PT2195,PR29439,St.Jude's School,"West Canal Road Shimla Bypass, Chowk, Devlok Colony, PNB Vihar, Majra, Dehradun, Uttarakhand 24817",Dehradun,Uttarakhand,24817,X,X,X,Visit,,,,CBSE,,,,
,,PR29440,Brightands School,": 1, Dick Road, Dalanwala, Dehradun, Uttarakhand 248001",Dehradun,Uttarakhand,248001,x,x,x,Visit,,,,CBSE,,,,
,,PR29441,Maharashtra Public School,"V8HX+562, Jalna - Aurangabad Rd, Raghuveer Nagar, Venkatesh Nagar, M G M, Roau8ud, Chhatrapati Sambhajinagar, Maharashtra 431001",,Maharashtra,431001,,,,Visit,,,,CBSE,,,,
,,PR29442,International School," 61 South, New Patliputra Colony, Alpana market, Patna, Bihar 800013",Patna,Bihar,800013,x,x,x,Visit,,,,CBSE,,,,
,,PR29443,St. Ann's Senior Secondary School,"Sahastradhara Rd, near Doon Helidrone, Kulhan, Tarla Nagal, Dehradun, Uttarakhand 248013",,Uttarakhand,248013,x,x,https://stannsdehradun.com/,Visit,,,,CBSE,,,,
,,PR29444,Lions Public School," near IOC Colony, IOC Colony, Sector 10A, Gurugram, Haryana 122001",Gurugram,Haryana,122001,x,x,x,Visit,,,,CBSE,,,,
